============Overall============
1566 templates in total. 566 attributes in total. 1247 values in total. 8010 extractions in total. ============Template============
#VALUE#\Qs the s\E#ATTRIBUTE#	125
#ATTRIBUTE#\Q and serv\E#VALUE#	478
#ATTRIBUTE#\Q were too \E#VALUE#	39
#ATTRIBUTE#\Q wasn't that \E#VALUE#	244
#VALUE#\Q with wasabi \E#ATTRIBUTE#	41
#ATTRIBUTE#\Q was top \E#VALUE#	39
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Qs.\E	274
#VALUE#\Q everything on the \E#ATTRIBUTE#	108
\Q4.5 \E#VALUE#\Qs.\E	54
#VALUE#\Q on a saturday \E#ATTRIBUTE#	162
#ATTRIBUTE#\Q the daikokuya \E#VALUE#	92
#ATTRIBUTE#\Q food and \E#VALUE#	183
#ATTRIBUTE#\Q about this \E#VALUE#	761
#ATTRIBUTE#\Q a gr\E#VALUE#	93
#ATTRIBUTE#\Q, but not gr\E#VALUE#	161
#ATTRIBUTE#\Q of both \E#VALUE#	199
#VALUE#\Qs place a \E#ATTRIBUTE#	75
#ATTRIBUTE#\Q with fried \E#VALUE#	41
#VALUE#\Q for some \E#ATTRIBUTE#	104
#ATTRIBUTE#\Q, but not the \E#VALUE#	34
#ATTRIBUTE#\Q is not too \E#VALUE#	60
#ATTRIBUTE#\Qs a line out the \E#VALUE#	110
#ATTRIBUTE#\Q, it is \E#VALUE#	112
#VALUE#\Q with this \E#ATTRIBUTE#	369
#VALUE#\Q since the \E#ATTRIBUTE#	96
\QÊVery \E#VALUE#\Q.\E	45
#ATTRIBUTE#\Q is just that \E#VALUE#	13
#VALUE#\Q is that \E#ATTRIBUTE#	104
#ATTRIBUTE#\Q over 30 \E#VALUE#	124
#ATTRIBUTE#\Q - very \E#VALUE#	118
#ATTRIBUTE#\Q has g\E#VALUE#	134
#VALUE#\Q in the bay \E#ATTRIBUTE#	112
#VALUE#\Q and macaroni \E#ATTRIBUTE#	322
#ATTRIBUTE#\Q and pepper ice \E#VALUE#	92
#ATTRIBUTE#\Q about 5 \E#VALUE#	203
#VALUE#\Qly like this \E#ATTRIBUTE#	147
#VALUE#\Qs to be \E#ATTRIBUTE#	149
#VALUE#\Q and i \E#ATTRIBUTE#	864
#ATTRIBUTE#\Q can be a \E#VALUE#	256
\Qthe \E#ATTRIBUTE#\Q was \E#VALUE#\Q.\E	1005
#ATTRIBUTE#\Q through the \E#VALUE#	123
#ATTRIBUTE#\Q out the \E#VALUE#	1156
#VALUE#\Q the wait in \E#ATTRIBUTE#	197
#ATTRIBUTE#\Q for the \E#VALUE#	1522
#ATTRIBUTE#\Q so g\E#VALUE#	213
#ATTRIBUTE#\Q and g\E#VALUE#	435
#ATTRIBUTE#\Q the pulled \E#VALUE#	41
#ATTRIBUTE#\Q was n\E#VALUE#	69
#VALUE#\Q on the p\E#ATTRIBUTE#	168
#ATTRIBUTE#\Q, but the \E#VALUE#	1066
\Q4.5 \E#VALUE#\Q.\E	54
#ATTRIBUTE#\Q here is g\E#VALUE#	215
#ATTRIBUTE#\Q place for \E#VALUE#	247
#VALUE#\Q the rest of the \E#ATTRIBUTE#	40
\Qlove \E#VALUE#\Qs \E#ATTRIBUTE#\Q.\E	59
#ATTRIBUTE#\Q with good \E#VALUE#	88
#VALUE#\Q chocolate crunch \E#ATTRIBUTE#	404
#VALUE#\Q long l\E#ATTRIBUTE#	47
#ATTRIBUTE#\Q and potato \E#VALUE#	233
#ATTRIBUTE#\Qs are not \E#VALUE#	122
#ATTRIBUTE#\Q to eat \E#VALUE#	148
#VALUE#\Q that this \E#ATTRIBUTE#	539
\Qbest \E#VALUE#\Q ever!\E	33
\Qthe \E#ATTRIBUTE#\Q are \E#VALUE#\Q.\E	157
#ATTRIBUTE#\Q is not that \E#VALUE#	26
#ATTRIBUTE#\Q here with \E#VALUE#	82
#VALUE#\Q and french \E#ATTRIBUTE#	162
#VALUE#\Q is also \E#ATTRIBUTE#	99
#VALUE#\Q mix of \E#ATTRIBUTE#	182
#VALUE#\Q so we \E#ATTRIBUTE#	35
#ATTRIBUTE#\Q is perfectly \E#VALUE#	34
#ATTRIBUTE#\Q for the p\E#VALUE#	57
#ATTRIBUTE#\Q are the \E#VALUE#	294
#VALUE#\Q love this \E#ATTRIBUTE#	165
#ATTRIBUTE#\Q of onion \E#VALUE#	196
#VALUE#\Qs of ice \E#ATTRIBUTE#	63
#ATTRIBUTE#\Q is not as \E#VALUE#	75
#ATTRIBUTE#\Q too much \E#VALUE#	132
#VALUE#\Q to give this \E#ATTRIBUTE#	167
#ATTRIBUTE#\Q were really \E#VALUE#	365
#VALUE#\Qs is one of those \E#ATTRIBUTE#	45
#ATTRIBUTE#\Q with no \E#VALUE#	80
\Qi had the \E#VALUE#\Q \E#ATTRIBUTE#\Q.\E	23
#ATTRIBUTE#\Q more than 15 \E#VALUE#	57
#ATTRIBUTE#\Q selection of \E#VALUE#	46
#VALUE#\Q with great \E#ATTRIBUTE#	191
#ATTRIBUTE#\Q is w\E#VALUE#	1126
#VALUE#\Q the hour \E#ATTRIBUTE#	177
#ATTRIBUTE#\Q with garlic \E#VALUE#	213
#ATTRIBUTE#\Q was soooo \E#VALUE#	25
#VALUE#\Q a lot of \E#ATTRIBUTE#	135
#ATTRIBUTE#\Q a f\E#VALUE#	50
\Q\E#VALUE#\Qed \E#ATTRIBUTE#\Q.\E	82
#VALUE#\Q can be a \E#ATTRIBUTE#	69
#ATTRIBUTE#\Q could be \E#VALUE#	35
#ATTRIBUTE#\Q their f\E#VALUE#	75
#ATTRIBUTE#\Q was cooked \E#VALUE#	212
\Qg\E#VALUE#\Q service.\E	48
#VALUE#\Qs for this \E#ATTRIBUTE#	350
#VALUE#\Q and their \E#ATTRIBUTE#	223
#ATTRIBUTE#\Q of macaroni \E#VALUE#	110
\Qso g\E#VALUE#\Q.\E	122
\Qi can't \E#VALUE#\Q to go back.\E	23
#VALUE#\Q wait for a \E#ATTRIBUTE#	119
#VALUE#\Q to go with \E#ATTRIBUTE#	37
#VALUE#\Q, which was \E#ATTRIBUTE#	139
#ATTRIBUTE#\Q for about 20 \E#VALUE#	230
#VALUE#\Q as a \E#ATTRIBUTE#	165
#ATTRIBUTE#\Q and cole\E#VALUE#	150
#ATTRIBUTE#\Qed in your \E#VALUE#	98
#ATTRIBUTE#\Qs are a little \E#VALUE#	214
#ATTRIBUTE#\Q with two \E#VALUE#	197
#VALUE#\Q in our \E#ATTRIBUTE#	98
\Qthe service was \E#VALUE#\Q.\E	117
#ATTRIBUTE#\Q are ridiculously \E#VALUE#	39
\Q\E#VALUE#\Q food.\E	233
#VALUE#\Q was extremely \E#ATTRIBUTE#	95
#ATTRIBUTE#\Q had the \E#VALUE#	112
#ATTRIBUTE#\Q, but well \E#VALUE#	140
#ATTRIBUTE#\Q with gr\E#VALUE#	116
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q too.\E	23
#VALUE#\Q with 2 \E#ATTRIBUTE#	97
#VALUE#\Q for our \E#ATTRIBUTE#	536
#ATTRIBUTE#\Q here to \E#VALUE#	83
#ATTRIBUTE#\Q is my \E#VALUE#	35
\Q\E#ATTRIBUTE#\Q serv\E#VALUE#\Q.\E	54
#ATTRIBUTE#\Q i ever \E#VALUE#	34
#ATTRIBUTE#\Q if the \E#VALUE#	48
#VALUE#\Q with a \E#ATTRIBUTE#	1493
#VALUE#\Qs and a \E#ATTRIBUTE#	108
#VALUE#\Q, but not \E#ATTRIBUTE#	330
\Qno \E#VALUE#\Q.\E	37
#VALUE#\Q when i \E#ATTRIBUTE#	150
#ATTRIBUTE#\Qs are quite \E#VALUE#	131
#ATTRIBUTE#\Q to go w\E#VALUE#	49
#VALUE#\Q shredded pork \E#ATTRIBUTE#	14
#VALUE#\Q into the \E#ATTRIBUTE#	118
#ATTRIBUTE#\Q but not the \E#VALUE#	35
#VALUE#\Q in long \E#ATTRIBUTE#	90
#ATTRIBUTE#\Q is great, the \E#VALUE#	104
#VALUE#\Q to get our \E#ATTRIBUTE#	23
#ATTRIBUTE#\Qs were very \E#VALUE#	492
#VALUE#\Q is great, the \E#ATTRIBUTE#	131
#VALUE#\Qs is your \E#ATTRIBUTE#	44
#ATTRIBUTE#\Q is friendly and \E#VALUE#	106
#ATTRIBUTE#\Q is quick and \E#VALUE#	47
#ATTRIBUTE#\Q in my \E#VALUE#	932
#VALUE#\Q with no \E#ATTRIBUTE#	95
#ATTRIBUTE#\Q is one of the \E#VALUE#	202
#ATTRIBUTE#\Qness of the \E#VALUE#	100
#ATTRIBUTE#\Q be back to \E#VALUE#	91
#VALUE#\Q off the \E#ATTRIBUTE#	112
\Q\E#VALUE#\Q this place!\E	148
#VALUE#\Q in that \E#ATTRIBUTE#	190
#ATTRIBUTE#\Q was just \E#VALUE#	410
#ATTRIBUTE#\Q thing about this \E#VALUE#	140
#ATTRIBUTE#\Q a g\E#VALUE#	317
#ATTRIBUTE#\Qes were g\E#VALUE#	224
\Qworth the \E#VALUE#\Q.\E	77
\Qsalted \E#VALUE#\Q.\E	34
#VALUE#\Q before the \E#ATTRIBUTE#	35
#ATTRIBUTE#\Q the pork \E#VALUE#	295
#ATTRIBUTE#\Q is soo \E#VALUE#	63
#ATTRIBUTE#\Qing in that \E#VALUE#	11
#ATTRIBUTE#\Q this g\E#VALUE#	107
#ATTRIBUTE#\Q down the \E#VALUE#	401
#VALUE#\Q order of \E#ATTRIBUTE#	35
#ATTRIBUTE#\Qs were g\E#VALUE#	397
#ATTRIBUTE#\Q as my \E#VALUE#	108
#ATTRIBUTE#\Q as a \E#VALUE#	181
\Qthis \E#VALUE#\Q is \E#ATTRIBUTE#\Q.\E	228
#ATTRIBUTE#\Q looked so \E#VALUE#	22
#ATTRIBUTE#\Q was very g\E#VALUE#	400
#ATTRIBUTE#\Qed about 25 \E#VALUE#	28
#VALUE#\Qs to this \E#ATTRIBUTE#	101
#VALUE#\Qed the baby back \E#ATTRIBUTE#	37
#VALUE#\Q have to \E#ATTRIBUTE#	93
#ATTRIBUTE#\Q behind the \E#VALUE#	157
#ATTRIBUTE#\Q is worth the \E#VALUE#	284
#VALUE#\Q is just as \E#ATTRIBUTE#	95
#VALUE#\Q that the \E#ATTRIBUTE#	315
#VALUE#\Q to our \E#ATTRIBUTE#	184
#VALUE#\Qed about 20 \E#ATTRIBUTE#	34
#VALUE#\Q to take \E#ATTRIBUTE#	36
#VALUE#\Q texture and \E#ATTRIBUTE#	176
#VALUE#\Q with fried \E#ATTRIBUTE#	113
#ATTRIBUTE#\Q were very g\E#VALUE#	60
#VALUE#\Q, i don't \E#ATTRIBUTE#	46
\Qit was \E#VALUE#\Q \E#ATTRIBUTE#\Q.\E	117
#ATTRIBUTE#\Q with a \E#VALUE#	2279
#VALUE#\Q, not too \E#ATTRIBUTE#	93
#VALUE#\Q down the \E#ATTRIBUTE#	70
#ATTRIBUTE#\Q the s\E#VALUE#	432
#ATTRIBUTE#\Q were gr\E#VALUE#	192
#VALUE#\Q, and the \E#ATTRIBUTE#	2084
#VALUE#\Q to get a \E#ATTRIBUTE#	260
#VALUE#\Q part of the \E#ATTRIBUTE#	499
#VALUE#\Qed right a\E#ATTRIBUTE#	654
#VALUE#\Q, but i don't \E#ATTRIBUTE#	57
#VALUE#\Qed in the \E#ATTRIBUTE#	112
#ATTRIBUTE#\Q to find a \E#VALUE#	45
\Qthe \E#ATTRIBUTE#\Q was \E#VALUE#\Q!\E	192
#ATTRIBUTE#\Q, we orde\E#VALUE#	98
#ATTRIBUTE#\Qing to be \E#VALUE#	400
#ATTRIBUTE#\Qs in your \E#VALUE#	494
#ATTRIBUTE#\Qing at the \E#VALUE#	88
\Qthis place is g\E#VALUE#\Q.\E	98
#ATTRIBUTE#\Q will come \E#VALUE#	26
#ATTRIBUTE#\Q french dipped \E#VALUE#	138
#ATTRIBUTE#\Q restaurants in the \E#VALUE#	132
#VALUE#\Q as this \E#ATTRIBUTE#	38
#ATTRIBUTE#\Q but it was \E#VALUE#	168
#ATTRIBUTE#\Q are gr\E#VALUE#	234
#ATTRIBUTE#\Q is consistently \E#VALUE#	152
#ATTRIBUTE#\Q about 15-20 \E#VALUE#	60
#ATTRIBUTE#\Q is a \E#VALUE#	1934
#VALUE#\Qs are so \E#ATTRIBUTE#	118
#ATTRIBUTE#\Q down, the \E#VALUE#	47
#ATTRIBUTE#\Q was well w\E#VALUE#	114
#VALUE#\Q was also \E#ATTRIBUTE#	143
\Qi love this \E#VALUE#\Q.\E	469
#ATTRIBUTE#\Q here with some \E#VALUE#	79
#ATTRIBUTE#\Q is not w\E#VALUE#	33
#VALUE#\Q to the \E#ATTRIBUTE#	1167
#ATTRIBUTE#\Qd chicken and \E#VALUE#	338
#ATTRIBUTE#\Q and the \E#VALUE#	4260
#VALUE#\Q of our \E#ATTRIBUTE#	297
#VALUE#\Q was a \E#ATTRIBUTE#	430
#ATTRIBUTE#\Q of the m\E#VALUE#	331
#VALUE#\Q of potato \E#ATTRIBUTE#	236
#ATTRIBUTE#\Q we orde\E#VALUE#	296
#ATTRIBUTE#\Q next to the \E#VALUE#	108
#ATTRIBUTE#\Q here and \E#VALUE#	95
#ATTRIBUTE#\Qing for our \E#VALUE#	171
#VALUE#\Q asian fusion \E#ATTRIBUTE#	181
#ATTRIBUTE#\Qs are always \E#VALUE#	329
#VALUE#\Q the 45 minute \E#ATTRIBUTE#	40
#ATTRIBUTE#\Q, and the f\E#VALUE#	57
#VALUE#\Q rack of \E#ATTRIBUTE#	252
#ATTRIBUTE#\Qs on this \E#VALUE#	34
#ATTRIBUTE#\Q comes out \E#VALUE#	159
#VALUE#\Q baby back \E#ATTRIBUTE#	447
#VALUE#\Q of baby back \E#ATTRIBUTE#	197
#VALUE#\Q than the \E#ATTRIBUTE#	338
#ATTRIBUTE#\Qs in the \E#VALUE#	914
#VALUE#\Q all of the \E#ATTRIBUTE#	35
\Qit was g\E#VALUE#\Q.\E	50
#ATTRIBUTE#\Q to c\E#VALUE#	57
#ATTRIBUTE#\Q is totally \E#VALUE#	141
#VALUE#\Q about the \E#ATTRIBUTE#	438
#VALUE#\Q and cheese \E#ATTRIBUTE#	255
#VALUE#\Q for ice \E#ATTRIBUTE#	127
#ATTRIBUTE#\Q and baked \E#VALUE#	183
#ATTRIBUTE#\Q ice cream in the \E#VALUE#	89
#VALUE#\Q at other \E#ATTRIBUTE#	118
#VALUE#\Q, and a \E#ATTRIBUTE#	157
#VALUE#\Q to go back and \E#ATTRIBUTE#	194
#VALUE#\Q sandwich double \E#ATTRIBUTE#	24
#ATTRIBUTE#\Q was also g\E#VALUE#	83
#ATTRIBUTE#\Q is over\E#VALUE#	141
#VALUE#\Q combination of \E#ATTRIBUTE#	294
\Qse\E#ATTRIBUTE#\Q was \E#VALUE#\Q.\E	68
#ATTRIBUTE#\Qing for your \E#VALUE#	69
#ATTRIBUTE#\Q are pretty g\E#VALUE#	60
#VALUE#\Qs, but the \E#ATTRIBUTE#	171
#VALUE#\Q or the \E#ATTRIBUTE#	218
#ATTRIBUTE#\Q is n\E#VALUE#	171
#ATTRIBUTE#\Q to go \E#VALUE#	1220
#ATTRIBUTE#\Q is so \E#VALUE#	2584
#ATTRIBUTE#\Qs and a \E#VALUE#	139
#VALUE#\Q and good \E#ATTRIBUTE#	178
\Qamazing \E#VALUE#\Q.\E	40
#ATTRIBUTE#\Q has been \E#VALUE#	268
\Qthe \E#ATTRIBUTE#\Q is \E#VALUE#\Q.\E	806
#ATTRIBUTE#\Qs are gr\E#VALUE#	147
#VALUE#\Q around the \E#ATTRIBUTE#	197
#VALUE#\Q lavender and salted \E#ATTRIBUTE#	29
#ATTRIBUTE#\Q chicken and \E#VALUE#	515
#VALUE#\Qs for the \E#ATTRIBUTE#	494
#VALUE#\Q to come back and \E#ATTRIBUTE#	100
#VALUE#\Q because this \E#ATTRIBUTE#	38
#ATTRIBUTE#\Q and fried \E#VALUE#	88
#VALUE#\Q was also very \E#ATTRIBUTE#	62
#ATTRIBUTE#\Q chicken & \E#VALUE#	220
#ATTRIBUTE#\Q in our \E#VALUE#	121
#VALUE#\Q as the \E#ATTRIBUTE#	959
#ATTRIBUTE#\Q was not that \E#VALUE#	81
#ATTRIBUTE#\Q customer serv\E#VALUE#	74
#ATTRIBUTE#\Qes on the \E#VALUE#	91
\Q\E#ATTRIBUTE#\Q \E#VALUE#\Q.\E	1146
#VALUE#\Q without the \E#ATTRIBUTE#	33
#ATTRIBUTE#\Q, but it was \E#VALUE#	154
#ATTRIBUTE#\Q here with my \E#VALUE#	59
#VALUE#\Qd of this \E#ATTRIBUTE#	116
#ATTRIBUTE#\Q is a must \E#VALUE#	66
#ATTRIBUTE#\Q to take a \E#VALUE#	26
============Extraction============
wait	long	4058
bak	goods	156
sandwich	bbq	138
experience	wait	166
enjoyable	experience	42
great	line	26
amazing	food	2858
busy	times	22
reat	value	124
two	table	81
orth	experience	22
ood	waited	48
reat	location	28
york	york	272
expectations	place	231
states	ramen	28
full	meal	27
portion	good	250
area	try	240
menu	table	62
home	got	53
plates	plates	657
look	delicious	34
dish	cheese	22
area	places	234
rice	chicken	77
taste	nice	88
food	fan	143
broth	ramen	734
salad	coleslaw	90
guys	guy	143
fatty	pork	361
place	waited	64
rice	pork	240
customers	staff	22
good	seafood	83
amazing	pancakes	134
hour	dinner	170
ood	course	55
way	restaurant	24
deliciou	absolutely	251
good	restaurant	478
restaurant	good	449
bad	went	123
sassy	sassy	102
deliciou	nice	33
okay	place	86
good	steak	197
worth	ordering	13
wings	chicken	276
xtremely	staff	87
ingredient	ingredients	548
better	service	531
difference	difference	369
packed	night	208
sandwich	chicken	457
croissant	chocolate	190
quick	place	130
choice	choices	302
watching	great	22
textur	noodles	25
tangy	sauce	362
came	table	153
soup	noodles	221
yummy	yummy	2549
perfect	ramen	302
course	courses	184
cozy	place	118
ramen	egg	213
looking	looking	222
buds	taste	836
flavor	line	35
presentation	presentation	375
hour	two	130
good	delicious	203
ramen	eat	70
say	best	387
place	decor	191
ries	burger	42
best	flavors	25
sliders	bbq	131
menu	way	25
experience	dining	602
reat	prices	193
drinks	bar	213
grilled	octopus	170
night	hour	102
three	tars	28
quality	good	244
flavor	got	94
list	place	200
reat	price	348
tasty	burger	278
mouth	meat	258
food	half	38
group	small	38
sooo	good	911
dessert	amazing	33
cream	flavor	310
potatoes	ordered	66
eat	noodles	36
dinner	brunch	24
powder	sugar	178
mouth	party	295
full	good	23
worth	come	35
sashimi	lunch	70
soup	ordered	27
life	ramen	169
red	auce	221
ready	order	56
fri	egg	104
super	delicious	324
liking	liking	442
wait	coffee	25
southern	california	280
hits	pot	238
says	good	42
reservation	restaurant	87
food	restaurant	550
eat	waiting	168
huge	burrito	102
make	reservations	92
home	way	168
place	find	291
bruxie	burger	210
offer	try	28
dish	ordered	182
delicious	best	137
crazy	place	179
brisket	brisket	653
bbq	think	35
small	good	71
meal	amazing	98
wait	come	444
great	restaurant	521
portabello	fries	483
reat	dishes	110
food	stars	292
reat	coffee	130
amazing	friend	34
able	table	36
dry	bit	324
good	half	38
served	side	169
delicious	beef	222
home	good	191
good	benedict	94
good	fish	272
cheese	ordered	196
fri	chicken	322
service	staff	146
yelp	place	310
food	stand	29
network	food	198
star	review	338
good	tartine	132
ways	wait	144
ingredients	fresh	114
bbq	back	48
onion	pork	36
salad	comes	70
coleslaw	fries	61
good	grub	14
stars	rating	94
nice	ambiance	255
wasabi	noodles	552
decent	price	261
salad	potato	831
wait	love	37
intense	flavor	11
light	waffle	29
menu	good	346
meal	favorite	164
ramen	right	27
joint	food	140
sauce	spicy	485
cream	flavors	391
reading	reviews	244
avoid	ong	164
wanted	place	684
francisco	place	212
ood	ribs	353
eat	line	121
ood	coffee	417
special	occasion	326
door	parking	27
frie	potato	213
bbq	beans	17
life	bbq	61
ood	rice	315
roup	group	190
ramen	two	70
decor	food	29
steep	rice	13
pao	chicken	69
orth	ramen	73
places	ramen	202
thi	place	1794
morning	place	136
spot	food	181
pomegranate	sauce	18
look	place	211
ood	got	297
great	texture	164
amazing	chocolate	159
breakfast	spot	46
weekend	dinner	36
table	dishes	68
tummy	tummy	93
great	ambience	38
place	waiting	160
coffee	toffee	273
deliciou	ordered	356
people	line	507
sauce	order	49
ood	noodles	219
better	places	133
food	seated	74
ways	staff	143
open	line	64
waffle	fried	816
mind	wait	84
food	ordering	66
experience	experience	5252
tastic	service	110
awesome	cream	22
best	sushi	37
away	came	154
places	good	126
waffle	fries	475
sides	chicken	27
good	night	154
wait	downside	148
amazing	sauce	636
dishes	small	38
soggy	crust	22
dishe	try	187
great	appetizer	13
ood	banana	59
annoying	wait	11
min	long	35
greek	restaurant	99
ain	coming	76
amazing	amazing	8027
great	fresh	37
scoops	cream	94
crunch	bar	192
good	small	191
pancake	try	93
parking	small	35
blown	away	605
mins	line	72
flavor	sandwich	146
quantity	quality	74
breakfast	places	22
seat	counter	94
bread	came	22
huge	portions	1336
thi	try	446
ood	drinks	54
friends	night	203
chop	chop	158
cream	side	76
table	friends	148
noodles	beans	120
toffee	caramel	168
rock	rock	117
flavor	combination	92
restaurant	decor	213
salsa	cheese	70
reat	tasted	58
tart	coconut	41
ham	croissant	278
good	portions	314
ood	good	11864
saturday	brunch	65
ood	experience	450
longer	line	26
slow	ervice	71
sizes	portion	23
food	took	168
hit	spot	1011
tart	fruit	63
toast	chicken	25
pretty	amazing	301
pie	beef	26
beans	sides	30
pork	ramen	437
experience	amazing	41
thi	awesome	126
good	appetizer	219
minute	party	102
minutes	two	65
sandwich	great	190
cheese	grits	65
flavor	small	105
sandwiches	place	179
rock	place	120
food	staff	230
visit	try	71
restaurant	pretty	76
ame	ordered	42
benedict	catfish	138
city	best	1143
minutes	parking	72
food	dinner	162
special	try	107
table	line	329
food	arrived	24
restaurant	definitely	183
sandwiches	pork	136
item	menu	1373
cream	delicious	200
ketchup	fries	80
place	amazing	531
say	good	248
velvet	pancake	141
different	story	67
mouth	melt	1925
egg	broth	29
spicy	good	65
menu	think	87
ingredients	quality	192
heaven	place	68
louie	louie	920
flavors	line	24
call	order	77
salted	favorite	13
wait	hype	23
deliciou	wait	44
food	came	326
chicken	bowl	41
sauce	mustard	132
back	lot	250
good	find	66
especially	price	26
friend	night	156
service	awesome	198
rings	sides	58
experience	meal	22
ambiance	food	277
ood	friendly	135
best	pizza	127
totto	ramen	13
food	night	135
better	wait	65
food	decor	152
night	favorite	387
part	experience	228
soup	noodle	72
real	good	213
places	favorite	138
dish	place	27
grey	tea	17
ice	bowl	206
disappointed	menu	28
tasty	ramen	310
ramen	try	271
beignet	crawfish	235
try	friends	108
crispy	chicken	75
ood	sides	194
rings	order	271
chinese	food	249
beignets	ign	159
fried	egg	347
stuff	try	151
reasonable	quality	112
wait	overall	63
red	amb	23
thi	love	988
afternoon	sunday	221
high	place	529
star	service	411
hour	night	127
geniu	gen	51
sandwich	bit	87
buns	pork	1390
great	deal	237
better	meal	24
soft	bread	191
away	took	27
lavor	texture	126
place	san	49
better	meat	28
deliciou	tender	178
good	friendly	40
large	parties	90
green	beans	398
dish	side	168
amount	amount	183
special	fries	65
creamy	flavor	18
good	ramen	3065
stars	four	179
francisco	san	1320
hours	parking	28
difference	makes	74
soup	beef	23
steamed	rice	11
wine	list	234
meal	course	74
restaurant	seated	29
good	tacos	342
favorite	bbq	62
taste	food	315
food	disappointed	94
good	lamb	290
tables	people	145
fries	love	107
angeles	favorite	130
ood	lamb	82
occasion	special	269
bad	service	470
fresh	fresh	1467
presentation	food	165
ramen	broth	491
rating	star	267
place	restaurant	271
anytime	soon	345
modern	decor	203
wait	parking	163
place	chicken	74
bbq	people	24
big	portion	473
taste	taste	3443
park	area	41
kitchen	table	27
iced	brisket	15
authentic	ramen	13
red	wine	41
patty	burger	27
ood	looked	176
room	room	879
legit	place	122
dish	delicious	37
amazing	ervice	189
overrated	place	698
worth	trying	680
bowl	soup	80
food	experience	378
two	party	27
ood	tacos	207
sat	bar	459
best	dishes	22
top	cream	325
rest	meal	291
favorite	rite	36
disappointed	disappointed	2117
long	times	28
big	deal	714
oodles	broth	43
sunday	went	368
lavorful	tender	224
rench	ordered	97
pretty	thought	314
cheese	meat	232
today	today	628
beans	fries	172
stars	food	1060
tasted	best	688
great	side	84
weekend	weekend	361
understand	stand	63
ramen	price	23
ith	service	23
best	friend	39
amazing	ordered	245
bar	place	168
meat	sauce	390
seated	hour	317
good	onion	255
today	lunch	141
excellent	meal	12
ood	pretty	1114
long	came	30
crispy	nice	33
order	pork	176
back	play	26
popular	dish	11
times	wait	245
ring	salad	37
right	service	61
better	bet	1069
amazing	banana	34
yummy	place	138
flavor	amazing	124
amen	bowl	1449
taste	broth	133
good	overall	527
arrived	food	24
plate	good	130
food	joint	96
size	good	122
mouth	amazing	34
cream	sandwich	108
asparagus	egg	34
fast	line	559
group	groups	233
right	cream	78
worth	eat	49
decent	rice	20
burger	come	33
good	beignet	146
menu	ramen	181
horrendous	wait	14
slaw	sandwich	65
ood	burgers	124
night	good	196
salsa	good	43
sandwich	good	430
weekend	wait	305
minute	people	105
back	coming	803
long	way	178
wait	make	63
fries	sweet	307
seating	long	69
name	list	544
space	small	87
bad	price	56
taste	ramen	183
bad	parking	207
enjoy	place	61
extra	spicy	12
bacon	side	140
favorite	ramen	209
better	beef	166
say	food	158
place	cheap	95
town	great	23
good	luck	85
biscuit	came	28
park	cream	68
mouth	ramen	73
frie	salad	129
salt	chocolate	94
ood	salad	483
deal	deal	1157
menu	seated	59
refreshing	fresh	139
sweet	right	36
eat	bread	81
occasion	occasion	319
chicory	coffee	28
place	lunch	187
food	comes	147
ippudo	ramen	392
white	wine	18
bomb	food	76
sushi	quality	22
red	dessert	116
tender	good	66
worth	way	106
strong	taste	39
bread	sandwich	213
rare	medium	277
food	way	317
delicious	got	167
sausage	side	22
ramen	side	182
joint	good	59
definitely	return	63
nice	flavor	210
bar	food	65
dishes	back	67
new	orleans	335
berries	cream	70
ain	experience	46
better	bbq	70
food	eat	125
friendly	fast	146
food	work	22
burger	good	539
frie	love	84
beans	side	146
miso	ramen	417
back	playing	26
good	best	652
good	creme	52
ood	bread	234
great	people	190
table	hostess	63
steak	ordered	129
line	minutes	264
ith	place	99
deliciou	thought	48
waits	long	138
ood	friends	69
good	favorite	189
yummy	pork	156
taco	meat	36
line	people	526
bar	seating	96
soo	good	488
pres	press	107
quality	great	119
delicious	staff	22
style	place	64
hour	restaurant	66
insane	wait	38
macaroni	alad	408
way	food	242
good	dessert	267
crazy	lines	12
good	work	16
small	side	391
margarita	pizza	18
bit	weet	186
cuisine	cuisine	374
good	friends	240
side	back	65
eat	eats	131
fast	went	151
pasta	dishes	11
pricey	rice	69
spectacular	good	249
cool	cool	821
rolls	salmon	165
food	favorite	62
free	parking	202
sauce	got	64
frie	beans	39
back	house	91
restaurant	friend	59
good	come	285
hour	people	92
ood	pizza	695
half	two	25
appetizer	fried	63
brought	table	104
good	ribs	864
rave	reviews	124
red	pizza	11
drink	food	99
perfect	right	22
good	rice	597
asada	burrito	68
fish	sashimi	22
slaw	ribs	22
good	noodle	84
chili	chili	327
deliciou	got	171
cream	great	212
red	sugar	93
broth	soup	63
touch	touch	688
onions	pork	25
people	tables	25
seat	way	35
limit	seating	102
hours	line	152
best	tartine	11
salt	balsamic	45
mouth	tender	193
ramen	definitely	201
back	think	151
ribs	love	117
burrito	burrito	1349
afternoon	oon	52
sauce	cheese	237
ood	definitely	218
group	went	177
crowded	food	25
menu	went	78
grits	side	24
ood	bite	61
place	broth	37
eat	got	94
good	beef	514
cheese	pizza	72
good	beer	80
experience	food	554
wrong	place	365
notch	notch	336
top	crust	26
ice	cream	13444
weekday	went	111
taste	quality	23
chicago	place	25
experience	definitely	129
review	star	166
alted	got	79
better	bit	33
